"2STEP_AUTHORIZATION_ENABLED"	"귀하의 계정을 보호하고 있습니다."
"Bundle_Hunter_womoney_Name"	"'망령 사냥꾼' 팩"
"Bundle_Landing_cabin_Name"	"특별한 선물"
"Bundle_Landing_weapon_Desc"	"- LM-54 '코드' 기관총|- '루파라' 산탄총|- '어벤저 57mm' 대포|||획득한 부품은 지금 사용하거나 나중에 사용할 수도 있습니다. 부품은 '보관소'에서 확인할 수 있습니다."
"Bundle_Landing_weapon_Name"	"특별한 선물"
"Bundle_Sportcar_Name"	"'코리다' 팩"
"Bundle_WW1_Desc"	"- 특수 장갑 차량 '마크 EX'|- 무기: 희귀 전방 기관총 'ST-M23 디펜더' 2문과 에픽 회전 포탑 ZS-34 '뚱뚱보'|- 고유 궤도: 에픽 희귀도의 '골리앗 궤도' 2개|- 고유 캐릭터 초상화 '미첼 중위'|- 고유 스티커: 전쟁의 개들 2개|- 고유 페인트 깡통 '솔로몬의 패턴'|- 사용 가능한 최대 부품 갯수 55개로 증가|- 인게임 코인 3400개"
"Bundle_WW1_name"	"'강철 방패' 팩"
"Bundle_WW1_womoney_Desc"	"- 특수 장갑 차량 '마크 EX'|- 무기: 희귀 전방 기관총 'ST-M23 디펜더' 2문과 에픽 회전 포탑 ZS-34 '뚱뚱보'|- 고유 궤도: 에픽 희귀도의 '골리앗 궤도' 2개|- 고유 캐릭터 초상화 '미첼 중위'|- 고유 스티커: 전쟁의 개들 2개|- 고유 페인트 깡통 '솔로몬의 패턴'|- 사용 가능한 최대 부품 갯수 55개로 증가"
"Bundle_WW1_womoney_name"	"'강철 방패' 팩"
"Bundle_Xmas17_Desc"	"- 특수 장갑 차량 'Icebreaker';|- 고유 캐빈: 에픽 희귀도의 'Icebox';|- 무기: 에픽 희귀도의 전방 기관총 ST-M26 태클러 2문;|- 엔진: 긴수염고래, 무기 냉각기;|- 고유 영웅 초상화: 'Jack Frost';|- 페인트 깡통: 차가운 불길, 재질: 알루미늄;|- 사용 가능한 최대 부품 갯수 55개로 증가;|- 인게임 코인 2100개."
"Bundle_Xmas17_mini_bound_Desc"	"- 특수 장갑 차량 '전나무 사냥꾼';|- 고유 장식 '숲에서';|- 페인트 깡통: 무언가 작은 것;|- 사용 가능한 최대 부품 갯수 35개로 증가;|- 인게임 코인 500개."
"Bundle_Xmas17_mini_bound_Name"	"'새해 꼬마' 팩"
"bundle_xmas17_mini_Desc"	"- 특수 장갑 차량 '전나무 사냥꾼';|- 고유 장식 '숲에서';|- 고유 영웅 초상화: 닉 프로스트;|- 페인트 깡통: 무언가 작은 것;|- 사용 가능한 최대 부품 갯수 35개로 증가;|- 인게임 코인 500개."
"bundle_xmas17_mini_Name"	"'새해 꼬마' 팩"
"bundle_xmas17_mini_womoney_Desc"	"- 특수 장갑 차량 '전나무 사냥꾼';|- 고유 장식 '숲에서';|- 고유 영웅 초상화: 닉 프로스트;|- 페인트 깡통: 무언가 작은 것;|- 사용 가능한 최대 부품 갯수 35개로 증가."
"bundle_xmas17_mini_womoney_Name"	"'새해 꼬마' 팩"
"Bundle_Xmas17_Name"	"'동상' 팩"
"Bundle_Xmas17_womoney_Name"	"'동상' 팩"
"Bundle_Xmas_Yt_desc"	"인게임 코인 200개;|고유 스티커 '크리스마스 장난감 아님';|페인트 깡통: '플레이어 조합'."
"Bundle_Xmas_Yt_name"	"'플레이어 조합' 팩"
"Cabin_DronSpawn_Desc"	"이런 캐빈이 있으면 패배가 승리로 바뀌기도 합니다! 게다가 은 탄환도 두려워하지 않습니다."
"Cabin_DronSpawn_name"	"늑대인간"
"Cabin_InnateMelee_Desc"	"'케르베로스' 캐빈은 생존자에겐 최고의 친구입니다. 모든 것을 이해하지만, 아무 말도 할 수 없죠. 주둥이가 세 개 있기라도 한 듯, 근접 전투에서 적을 짓찢습니다."
"Cabin_Lambo_Desc"	"강력한 슈퍼카에서 가져온 이 캐빈에는 막강한 엔진과 함께 정확도를 증가시키는 몇 가지 기술적 솔루션이 장착되어 있습니다."
"Cabin_Lambo_Name"	"투우사"
"Cabin_Mi24_Desc"	"한때 이 캐빈은 헬리콥터에 장착되어 높은 하늘을 날았습니다. TV가 사람을 죽인다는 말처럼 믿기 힘들겠지만요. 하지만 전부 사실입니다."
"Cabin_Mi24_Name"	"유령"
"Cabin_Tribal_Desc"	"화염숭배자 캐빈 중 하나로, 밤에 이끌려 황무지 전역을 누볐습니다."
"Cabin_Tribal_Hog_Desc"	"이 캐빈의 전면에는 엄니가 몇 개 부착되어 있습니다. 단순히 적을 위협하는 것이 아니라, 특이한 근접 무기로 사용할 수 있습니다."
"Cabin_Tribal_Hog_Name"	"엄니"
"Cabin_Tribal_name"	"박쥐"
"call_to_action_to_quests"	"열린 챌린지"
"Captcha_text"	"이미지의 문구를 입력하세요."
"Captcha_text_2"	"남은 시도 횟수: $val$."
"CarDriver_Firestarters_lvl10_desc"	"화염 피해 $car_damage_flame_mul$% 증가"
"CarDriver_Firestarters_lvl11_desc"	"$targets$: 내구성 +$health_mul$%"
"CarDriver_Firestarters_lvl11_name"	"경강 3"
"CarDriver_Firestarters_lvl12_desc"	"$targets$: 피해 +$damage_mul$%"
"CarDriver_Firestarters_lvl12_name"	"원숏 3"
"CarDriver_Firestarters_lvl13_desc"	"$targets$: 포탄 +$ammo_add$발"
"CarDriver_Firestarters_lvl14_desc"	"$targets$의 캐빈이 폭파된 후 남겨진 드론의 강도가 $nested_car_max_health_mul$% 증가합니다."
"CarDriver_Firestarters_lvl14_name"	"두 번째 기회"
"CarDriver_Firestarters_lvl14_old_desc"	"$targets$: 활성화 시간 $work_time_mul$% 연장"
"CarDriver_Firestarters_lvl14_old_name"	"타는 듯한 분노"
"CarDriver_Firestarters_lvl15_desc"	"모든 이동 부품의 최대 속도 +$speed_limit_mul$%"
"CarDriver_Firestarters_lvl15_name"	"저지 불가"
"CarDriver_Firestarters_lvl1_desc"	"$targets$: 내구성 +$health_mul$%"
"CarDriver_Firestarters_lvl1_name"	"경강 1"
"CarDriver_Firestarters_lvl2_name"	"원숏 1"
"CarDriver_Firestarters_lvl3_desc"	"$targets$: 내구성 +$health_mul$%"
"CarDriver_Firestarters_lvl3_name"	"강한 위치"
"CarDriver_Firestarters_lvl4_desc"	"$targets$: 재장전 $shooting_cooldown_mul$% 가속"
"CarDriver_Firestarters_lvl4_name"	"끈적이"
"CarDriver_Firestarters_lvl5_desc"	"$targets$ 불 웅덩이 반경 +$projectile_spreading_area_height_mul$%"
"CarDriver_Firestarters_lvl5_name"	"라이터"
"CarDriver_Firestarters_lvl6_desc"	"$targets$: 내구성 +$health_mul$%"
"CarDriver_Firestarters_lvl6_name"	"경강 2"
"CarDriver_Firestarters_lvl7_desc"	"$targets$: 피해 +$damage_mul$%"
"CarDriver_Firestarters_lvl7_name"	"원숏 2"
"CarDriver_Firestarters_lvl8_desc"	"$targets$: 재장전 $shooting_cooldown_mul$% 가속"
"CarDriver_new_level"	"새로운 스킬 사용 가능 '$skill$'"
"CarEditor_paint_erase"	" - 페인트 제거"
"CarPart_Airintake_Desc"	"공기를 차량 내부로 불어넣어 주는 역할을 합니다."
"CarPart_Airintake_Name"	"비행기 공기 흡입구"
"CarPart_AmbulanceLights_desc"	"사이렌과 함께 조명등이 들어 있는 상자로, 대재앙을 겪고도 기적적으로 보존되었습니다. 주위의 모든 사람들에게 당장 길을 비켜 줘야 된다는 신호를 보냅니다."
"CarPart_AmbulanceLights_name"	"구급차 조명등"
"CarPart_anniversary2018_Desc"	"황무지에 기술자들이 나타난 지 1주년이 되는 날을 기념하기 위해 아이비가 보낸 선물입니다."
"CarPart_anniversary2018_Name"	"다섯 번째 바퀴"
"CarPart_april_balloon_desc"	"공기 주입식 미사일은 친구들을 놀려 주는 데 좋은 장난감입니다. "
"CarPart_april_balloon_name"	"미사일 풍선"
"CarPart_CarHorn_Vuvuzela_Desc"	"시끄러운 호각 소리가 모든 경기와 게임 이후 축제의 현장에 따라옵니다."
"CarPart_CarHorn_Vuvuzela_Name"	"부부젤라"
"CarPart_Christmas_tree_Name"	"'숲에서'"
"CarPart_Duck_Football_Desc"	"토너먼트의 승자를 위한 트로피입니다. 다음 토너먼트가 열릴 때까지 일시적으로 제공됩니다."
"CarPart_Duck_Football_Name"	"상품오리"
"CarPart_Engine_Powerful_Desc"	"극도로 강력한 12기통 엔진이 장착된 장갑 차량으로 앞을 가로막는 것이 있다면 그게 작은 장애물이든, 잠에 취한 침입자든, 지붕이든 모두 날려 버릴 수 있습니다.||차량에는 엔진을 하나만 장착할 수 있습니다."
"CarPart_Engine_Powerful_name"	"억압자"
"CarPart_Exhaust_Dble_Side_L_desc"	"파이프로 분출되는 독특한 이중 불길을 보면 이 장식의 소유자를 쉽게 알아볼 수 있습니다."
"CarPart_Exhaust_Dble_Side_L_name"	"코르노 시니스트로"
"CarPart_Exhaust_Dble_Side_R_desc"	"파이프로 분출되는 독특한 이중 불길을 보면 이 장식의 소유자를 쉽게 알아볼 수 있습니다."
"CarPart_Exhaust_Dble_Side_R_name"	"코르노 데스트로"
"CarPart_FakeGun_Desc"	"공기 주입식 대포는 처음에 미끼로 사용됐습니다. 하지만 곧 생존자들 사이에 아주 유명해지면서, 이제 다들 그냥 재미로 사용합니다."
"CarPart_FakeGun_Name"	"공기 주입식 맘모스"
"CarPart_Fireworks_Anniversary_Desc"	"Crossout 로고 모양의 축제 로켓을 하늘에 쏘아올려 황무지의 1주년을 기념합니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_Anniversary_Name"	"'기념일' 폭죽"
"CarPart_Fireworks_Dragon_Name"	"숨은 용"
"CarPart_Fireworks_one_blue_Desc"	"걷잡을 수 없는 기쁨으로 가득 찬 축제 로켓을 하늘에 쏘아올립니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_one_green_Desc"	"걷잡을 수 없는 기쁨으로 가득 찬 축제 로켓을 하늘에 쏘아올립니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_one_red_Desc"	"걷잡을 수 없는 기쁨으로 가득 찬 축제 로켓을 하늘에 쏘아올립니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_six_Desc"	"축제 로켓 6발을 연속으로 하늘에 쏘아올립니다. 마지막 로켓은 Crossout 로고 모양으로 폭발합니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_three_Desc"	"걷잡을 수 없는 기쁨으로 가득 찬 축제 로켓 3발을 하늘에 쏘아올립니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_Valentine_Desc"	"축제 로켓을 하늘에 쏘아 올려 하트 모양으로 폭발시킵니다. 폭죽 발사기는 하나만 장착할 수 있습니다.||임시 아이템입니다! 처음 차량에 장착하면 카운트다운이 시작됩니다."
"CarPart_Fireworks_Valentine_Name"	"보라색 폭죽"
"CarPart_football_hand_finger_Desc"	"당신은 플레이어인가요 팬인가요? 상관 없습니다! 이 발포 고무 손은 어떤 장갑 차량에도 잘 어울립니다!"
"CarPart_football_hand_finger_Name"	"'1번' 손"
"CarPart_football_hand_goat_Desc"	"빠르게 운전하며 시끄러운 음악을 틀고 신 나게 즐기고 싶은 사람들을 위한 발포 고무 손입니다!"
"CarPart_football_hand_goat_Name"	"'염소' 손"
"CarPart_Gun_Cannon_Legend_Desc"	"군비 경쟁은 발전의 밑거름이 되는 일이 많습니다. 이중 자동포에서 추가 화력을 뽑아낼 수 있을 거라고 누가 상상이나 했겠습니까. 하지만 실제로 그런 일이 일어났습니다. 게다가 사이클론은 사격 도중에 발사 속도가 증가합니다!"
"CarPart_Gun_Cannon_Legend_Name"	"사이클론"
"CarPart_Gun_catapult_Desc"	"소이탄 투사체를 발사하여 폭발 지점에 불타는 영역을 생성합니다. 이 무기를 누군가에게 적중시키면, 방화범들이 불타는 하이에나라는 알 수 없는 말을 외치며 비명을 지릅니다. 황무지에는 그런 게 없다는 걸 모르는 모양입니다."
"CarPart_Gun_catapult_name"	"소각로"
"CarPart_Gun_Flamethrower_fixed_Desc"	"원래는 잡초와 병충해를 제거하는 농업용 화염방사기였습니다. 흔치 않은 일이지만 그 정수는 시간이 흘렀음에도 변하지 않았습니다."
"CarPart_Gun_Flamethrower_fixed_name"	"드라코"
"CarPart_Gun_Machinegun_Legendary_Desc"	"이 기관총은 어지간한 강심장이 아니면 최대 피해를 줄 수 없습니다. 하지만 사수의 실력이 적당하기만 해도, 중간 거리에서 타의 추종을 불허하는 위력을 발휘합니다."
"CarPart_Gun_Machinegun_Legendary_Name"	"애스펙트"
"CarPart_Gun_MineTrap_Desc"	"단 한 명의 적도 당신에게서 벗어나지 못하게 하는 지뢰가 포함된 수수께끼의 무기입니다.|트럭과 리바이어던에는 영향을 주지 않습니다."
"CarPart_Gun_MineTrap_Name"	"카프칸"
"CarPart_Gun_ShotGun_Garbage_Desc"	"탄환의 대량 생산 기술은 옛 세계와 함께 소멸하였습니다. 하지만 걱정하지 마세요. '쓰레기활'은 말 그대로 황무지의 온갖 쓰레기를 채워 사용할 수 있습니다."
"CarPart_Gun_ShotGun_Garbage_epic_Desc"	"이 금속의 괴물을 디자인했던 기술자는 분명히 전설 속 용에서 영감을 얻었습니다.|이 산탄총 두어 개로 일제 사격을 하면 어리석게 가까이 접근한 적을 누구라도 기화시킬 수 있습니다."
"CarPart_Gun_ShotGun_Garbage_epic_Name"	"파프니르"
"CarPart_Gun_SMG_Desc"	"극단적인 발사 속도와 연사 모드가 적용된 기관총입니다. 바늘 구멍을 찌르는 정확도와 막대한 피해를 기대하지는 마세요. 하지만 놀랍도록 밀도 높은 사격을 가할 수는 있습니다."
"CarPart_Gun_SMG_Name"	"M-37 송곳"
"CarPart_Gun_Syfy_FusionRifle_epic_Desc"	"발명품의 아이디어가 서로 다른 사람에게 거의 동시에 떠오르는 것을 보면 참으로 놀랍습니다. 프로메테우스 V의 제작자들은 서로 따로 작업을 했음에도 신세시스와 많이 닮은 무기를 조립해냈습니다. 사격을 할 때마다 다음 사격이 강해집니다."
"CarPart_Gun_Syfy_FusionRifle_epic_Name"	"프로메테우스 V"
"CarPart_Gun_WheelRocket_Desc"	"세 개의 바퀴를 발사합니다. 바퀴는 신 나게 굴러가다가 적과 접촉하거나 피해를 받으면 폭발합니다.|바퀴에는 불안정한 폭탄이 가득 들어 있어, $projectile_ttl$초 후에 폭발합니다."
"CarPart_Gun_WheelRocket_name"	"행운"
"CarPart_lambo_f_fender_l_Desc"	"강력한 슈퍼카의 세련된 부품은 어떤 차량에도 잘 어울립니다."
"CarPart_lambo_f_fender_r_Desc"	"강력한 슈퍼카의 세련된 부품은 어떤 차량에도 잘 어울립니다."
"CarPart_lambo_spoiler_Desc"	"이런 모양의 날개는 모두의 눈길을 잡아끄는데, 가끔씩은 적군의 총알을 끌어 오기도 합니다."
"CarPart_MBP_Sign_desc"	"이 권위 있는 상은 배틀 로얄에서 승리했을 때만 받을 수 있습니다."
"CarPart_MBP_Sign_Name"	"로얄 트로피"
"CarPart_Nyear_Horn_Name"	"루돌프의 뿔 경적"
"CarPart_SelfCalc_Desc"	"이 하드웨어만 있으면 모든 근접 무기가 미친 듯이 회전하기 시작하여, @ff00ff00$spell_duration$@ffffffff초 동안 모두에게 피해를 줍니다."
"CarPart_SelfCalc_name"	"박해자"
"CarPart_Shnekohod_Desc"	"아르키메데스의 밧줄로 나사송곳을 장착한 수상한 운송 수단입니다. 나사송곳을 장착할 때마다 캐빈 동력이 감소하지만, 자유롭게 옆으로 이동할 수 있습니다."
"CarPart_Spikes2x1x2_Desc"	"미치광이 중에 쐐기를 좋아하지 않는 사람이 있을까요? 그 파벌 사람들은 디자인에는 신경도 쓰지 않고 좌우에 쐐기를 가득 붙입니다.|예를 들어, 이와 같은 장갑판은 차량에 뚫린 작은 구멍을 덮는 데 사용됩니다."
"CarPart_Spikes2x1x2_Name"	"카포우"
"CarPart_Spikes_4x1x2_Desc"	"이 장갑은 범퍼보다 작긴 하지만, 더 가볍고 훨씬 더 멋집니다."
"CarPart_Spikes_4x1x2_Name"	"클랭크"
"CarPart_Spikes_4x2x2_Desc"	"쐐기가 박힌 이런 장갑판 한두 개만 있으면 작은 버기 정도는 무장할 수 있습니다."
"CarPart_Spikes_4x2x2_Name"	"크랙"
"CarPart_Structure_boxslope_1x2x6_Desc"	"핫 로드 프레임의 일부로, 금속 슬리브가 붙어 있습니다."
"CarPart_Structure_boxslope_1x2x6_name"	"하류"
"CarPart_Structure_bumper1_Desc"	"쐐기와 칼날을 용접해 붙인 강철 파이프입니다."
"CarPart_Structure_bumper1_name"	"냠냠이"
"CarPart_Structure_bumper2_Desc"	"조화롭지 못한 황무지식 현대 미술의 좋은 예입니다. 수제작 범퍼로 파이프를 구부려 으스스한 손 모양으로 만들었습니다. 이 아이디어를 냈던 제작자는 그 과정에서 불타 버리고 말았습니다."
"CarPart_Structure_bumper2_name"	"목조르개"
"CarPart_Structure_diffusor_Desc"	"핫 로드에서 잘라낸 디퓨저로 배기 시스템을 포함하고 있습니다."
"CarPart_Structure_diffusor_name"	"불타오르는 갈퀴"
"CarPart_Structure_fender1_Desc"	"바퀴와 잠재력이 거대한 차량을 위한 수제작 펜더입니다."
"CarPart_Structure_fender1_name"	"피키 블라인더"
"CarPart_Structure_fender2_l_name"	"'왼쪽을 지킬 것'"
"CarPart_Structure_fender2_r_Desc"	"핫 로드의 후방 펜더로, 골짜기 거주민들을 위해 맞춤 제작되었습니다. 오른쪽에 위치하고 있습니다."
"CarPart_Structure_fender2_r_name"	"'오른쪽을 지킬 것'"
"CarPart_Structure_fender3_l_Desc"	"핫 로드 왼쪽 전방의 펜더입니다. 위험해 보입니다. 건드리지 마세요!"
"CarPart_Structure_fender3_l_name"	"왼쪽 가시"
"CarPart_Structure_fender3_r_Desc"	"핫 로드 오른쪽 전방의 펜더입니다. 위험해 보입니다. 건드리지 마세요!"
"CarPart_Structure_fender3_r_name"	"오른쪽 가시"
"CarPart_Structure_hood_half_Desc"	"핫 로드 후드의 절반으로, 기존에는 배기 장치의 일부였습니다."
"CarPart_Structure_hood_half_name"	"롤오버"
"CarPart_Structure_radiator_grill1_Desc"	"한때 황무지보다는 더 목가적이었던 장소를 누비던 차량의 전면 부품입니다."
"CarPart_Structure_radiator_grill1_name"	"무모한 장난"
"CarPart_Structure_radiator_grill2_Desc"	"멧돼지가 이것과 무슨 관계가 있는지, 또 이 차량의 전면부를 왜 이런 이름으로 불렀는지 기억하는 사람은 이제 아무도 없습니다. 어쩌면 이 신비한 야수의 주둥이가 그만큼 끔찍했는지도 모릅니다."
