"2STEP_AUTHORIZATION_ENABLED"	"あなたのアカウントは保護されています。"
"Bundle_Xmas17_mini_bound_Desc"	"ユニーク装甲車両：「ゲット・ザ・フー」|ユニーク装飾：「森からの贈り物」|スプレー缶：「素敵な粗品」|使用可能なパーツ数を35まで増加|ゲーム内コイン500枚"
"Bundle_Xmas17_mini_bound_Name"	"「森の宅配便」パック"
"bundle_xmas17_mini_Desc"	"ユニーク装甲車両：「ゲット・ザ・フー」|ユニーク装飾：「森からの贈り物」|ユニークヒーローポートレート：「ニック・フロスト」|スプレー缶：「素敵な粗品」|使用可能なパーツ数35まで増加|ゲーム内コイン500枚|"
"bundle_xmas17_mini_Name"	"「森の宅配便」パック"
"bundle_xmas17_mini_womoney_Desc"	"ユニーク装甲車両：「ゲット・ザ・フー」|ユニーク装飾：「森からの贈り物」|ユニークヒーローポートレート：「ニック・フロスト」|スプレー缶：「素敵な粗品」|使用可能なパーツ数35まで増加|"
"bundle_xmas17_mini_womoney_Name"	"「森の宅配便」パック"
"Bundle_Xmas17_Name"	"「フロストバーン」パック"
"Bundle_Xmas17_womoney_Name"	"「フロストバーン」パック"
"Bundle_Xmas_Yt_desc"	"ゲーム内コイン200枚|ユニークステッカー「クリスマスのおもちゃじゃない」|スプレー缶:「プレイヤーユニオン」"
"Bundle_Xmas_Yt_name"	"「プレイヤーユニオン」パック"
"Cabin_DronSpawn_Desc"	"こんなキャビンで、敗北が勝利に変わる！銀の銃弾なんか恐れていない。"
"Cabin_DronSpawn_name"	"ウェアウルフ"
"Cabin_InnateMelee_Desc"	"キャビン「ケルベロス」は生存者達の親友である。すべてを理解してくれるが、言葉を発することはできない。まるで口が3つあるかのように、近くにいる敵のはらわたをえぐり取る。"
"Cabin_Lambo_Desc"	"強力なスーパーカーのこのキャビンには、巨大なエンジンとより精巧な技術が搭載されている。"
"Cabin_Lambo_Name"	"闘牛士"
"Cabin_Mi24_Desc"	"昔、このキャビンはヘリコプターに使用され、上空を飛行していました。それは、TVが人を殺すという事実と同じように、信じ難いものでしょう。しかし、これはすべて真実なのです。"
"Cabin_Mi24_Name"	"スペクター"
"Cabin_Tribal_Desc"	"ファイアスターターのキャビンの一つで、夕方までに荒野に運ばれた。"
"Cabin_Tribal_Hog_Desc"	"キャビンの前方についているいくつの牙は、ただの威嚇ではなく近接武器としても使えます。"
"Cabin_Tribal_Hog_Name"	"牙"
"Cabin_Tribal_name"	"バット"
"call_to_action_to_quests"	"オープンチャレンジ"
"Captcha_text"	"イメージからテキストを入力する"
"Captcha_text_2"	"残りの攻撃: $val$."
"CarDriver_Firestarters_lvl10_desc"	"炎ダメージが$car_damage_flame_mul$％増加した。"
"CarDriver_Firestarters_lvl11_desc"	"$targets$: 耐久値 +$health_mul$%"
"CarDriver_Firestarters_lvl11_name"	"ハードスチール 3"
"CarDriver_Firestarters_lvl12_desc"	"$targets$: ダメージ +$damage_mul$%"
"CarDriver_Firestarters_lvl12_name"	"ワンショット 3"
"CarDriver_Firestarters_lvl13_desc"	"キャノン装填数 +$ammo_add$"
"CarDriver_Firestarters_lvl14_desc"	"$targets$キャビンが破壊された後のドローンの耐久性が$nested_car_max_health_mul$%増加する。"
"CarDriver_Firestarters_lvl14_name"	"セカンド・チャンス"
"CarDriver_Firestarters_lvl14_old_desc"	"$targets$の有効時間がwork_time_mul$%増加した"
"CarDriver_Firestarters_lvl14_old_name"	"焼け付くような怒り"
"CarDriver_Firestarters_lvl15_desc"	"すべての駆動部パーツの最大速度+$speed_limit_mul$%"
"CarDriver_Firestarters_lvl15_name"	"制止不可"
"CarDriver_Firestarters_lvl1_desc"	"$targets$: 耐久値 +$health_mul$%"
"CarDriver_Firestarters_lvl1_name"	"ハードスチール 1"
"CarDriver_Firestarters_lvl2_name"	"ワンショット 1"
"CarDriver_Firestarters_lvl3_desc"	"$targets$: 耐久値 +$health_mul$%"
"CarDriver_Firestarters_lvl3_name"	"強力なポジション"
"CarDriver_Firestarters_lvl4_desc"	"$targets$の装填速度を$shooting_cooldown_mul$%加速"
"CarDriver_Firestarters_lvl4_name"	"スティッキー"
"CarDriver_Firestarters_lvl5_desc"	"$targets$ 炎ダメージ範囲+$projectile_spreading_area_height_mul$%"
"CarDriver_Firestarters_lvl5_name"	"ライター"
"CarDriver_Firestarters_lvl6_desc"	"$targets$: 耐久値 +$health_mul$%"
"CarDriver_Firestarters_lvl6_name"	"ハードスチール 2"
"CarDriver_Firestarters_lvl7_desc"	"$targets$: ダメージ +$damage_mul$%"
"CarDriver_Firestarters_lvl7_name"	"ワンショット 2"
"CarDriver_Firestarters_lvl8_desc"	"$targets$の装填速度を$shooting_cooldown_mul$%加速"
"CarDriver_new_level"	"新スキル利用可能「$skill$」"
"CarEditor_paint_erase"	" — 塗装を削除"
"CarPart_Airintake_Desc"	"車両の内部に空気を送る役割を果たす。"
"CarPart_Airintake_Name"	"戦闘機のエアインテーク"
"CarPart_AmbulanceLights_desc"	"災害の後にも奇跡的に保存されていたサイレン付きのライトは、すぐに道を開ける必要があると多くに人に警告することができる。"
"CarPart_AmbulanceLights_name"	"救急車の警光灯"
"CarPart_anniversary2018_Desc"	"エンジニアの荒野到着1周年を祝うためのアイビーからの贈り物。"
"CarPart_anniversary2018_Name"	"5個目のタイヤ"
"CarPart_april_balloon_desc"	"膨脹式ミサイルは友達をおちょくるのに最高だ！"
"CarPart_april_balloon_name"	"ミサイルバルーン"
"CarPart_CarHorn_Vuvuzela_Desc"	"紛れもなく最高な試合だ、もちろん試合後の祝杯もある。"
"CarPart_CarHorn_Vuvuzela_Name"	"ブブゼラ"
"CarPart_Christmas_tree_Name"	"「森からの贈り物」"
"CarPart_Duck_Football_Desc"	"トーナメントの勝者のためのトロフィー。次のトーナメントが実施されるまでの間、一時的に付与されます。"
"CarPart_Duck_Football_Name"	"報酬ダック"
"CarPart_Engine_Powerful_Desc"	"極めて強力な12のバルブエンジンを搭載した装甲車両は、道路上にある小さな障害物や居眠りをしているレイダー、屋根を吹き飛ばすでしょう。||車両に搭載することができるエンジンは1基のみ。"
"CarPart_Engine_Powerful_name"	"オプレッサー"
"CarPart_Exhaust_Dble_Side_L_desc"	"パイプから排出される特徴的な二筋の煙によって、この装飾品のオーナーは簡単に見つけることができる。"
"CarPart_Exhaust_Dble_Side_L_name"	"コルノ・シニストロ"
"CarPart_Exhaust_Dble_Side_R_desc"	"パイプから排出される特徴的な二筋の煙によって、この装飾品のオーナーは簡単に見つけることができる。"
"CarPart_Exhaust_Dble_Side_R_name"	"コルノ・デストロ"
"CarPart_FakeGun_Desc"	"空気入りキャノンは当初ダミーとして使われました。しかししばらくすると、生存者たちの間で人気になり今では遊び道具として使われています。"
"CarPart_FakeGun_Name"	"ダミーマンモス"
"CarPart_Fireworks_Anniversary_Desc"	"荒野の1周年を祝し、『CROSSOUT』のロゴの形をした期間限定のロケットを発射する。||これは期間限定のアイテムです！車両に搭載した瞬間からカウントダウンが始まります。|"
"CarPart_Fireworks_Anniversary_Name"	"花火「祝祭」"
"CarPart_Fireworks_Dragon_Name"	"隠されたドラゴン"
"CarPart_Fireworks_one_blue_Desc"	"嬉しさで満ち溢れているロケットを空へ向かって発射する。||これは期間限定のアイテムです！車両に装備した時点で有効期限がカウントし始めます。"
"CarPart_Fireworks_one_green_Desc"	"嬉しさで満ち溢れているロケットを空へ向かって発射する。||これは期間限定のアイテムです！車両に装備した時点で有効期限がカウントし始めます。"
"CarPart_Fireworks_one_red_Desc"	"嬉しさで満ち溢れているロケットを空へ向かって発射する。||これは期間限定のアイテムです！車両に装備した時点で有効期限がカウントし始めます。"
"CarPart_Fireworks_six_Desc"	"嬉しさで満ち溢れているロケットを空へ向かって発射する。||これは期間限定のアイテムです！車両に装備した時点で有効期限がカウントし始めます。"
"CarPart_Fireworks_three_Desc"	"嬉しさで満ち溢れているロケットを空へ向かって発射する。||これは期間限定のアイテムです！車両に装備した時点で有効期限がカウントし始めます。"
"CarPart_Fireworks_Valentine_Desc"	"嬉しさで満ち溢れているロケットを空へ向かって発射する。装備できるのは一つのみ。||これは期間限定のアイテムです！車両に装備した時点で有効期限がカウントし始めます。"
"CarPart_Fireworks_Valentine_Name"	"紫の花火"
"CarPart_football_hand_finger_Desc"	"プレイヤー？ファン？どっちでもいい！スポンジハンドはどんな装甲車両にもぴったりだ！"
"CarPart_football_hand_finger_Name"	"「ナンバー1」の手"
"CarPart_football_hand_goat_Desc"	"大音量で音楽を聴きながらアクセル全開でドライブするのが好きなプレイヤーのためのスポンジハンド！"
"CarPart_football_hand_goat_Name"	"「ヤギ」の手"
"CarPart_Gun_Cannon_Legend_Desc"	"軍備競争は大抵、発展の原動力となります。2門のオートキャノンからさらに火力を搾り出せると誰が予想したでしょうか。しかし、搾り出せるのです。さらに、サイクロンの射撃速度は射撃中に上昇します！"
"CarPart_Gun_Cannon_Legend_Name"	"サイクロン"
"CarPart_Gun_catapult_Desc"	"焼夷爆弾を発射し、大爆発を起こしあたり一面が火の海になる。この武器で敵を攻撃すると、ファイアスターターが声を上げ、まるで気性の激しいハイエナのようになる。どうやら、彼らは荒野で見つからないということを知らないようだ。"
"CarPart_Gun_catapult_name"	"焼却炉"
"CarPart_Gun_Flamethrower_fixed_Desc"	"かつて、雑草やペストを取り除くために使用されていた農業用の火炎除草機。稀なケースだが、本質は時間が経っても変化しない。"
"CarPart_Gun_Flamethrower_fixed_name"	"ドラコ"
"CarPart_Gun_Machinegun_Legendary_Desc"	"このマシンガンで最大ダメージを与えるには、鋼の神経が必要です。しかし、適切なエイムが行えれば、中距離において類い稀な攻撃力を発揮します。"
"CarPart_Gun_Machinegun_Legendary_Name"	"アスペクト"
"CarPart_Gun_MineTrap_Desc"	"奇妙な地雷のトラップは、誰一人逃すことを許しません。レイドのトラックやリヴァイアサンに影響を及ぼすことはありません。"
