"2STEP_AUTHORIZATION_ENABLED"	"Your account is protected."
"CarPart_football_hand_goat_Name"	"“Goat” hand"
"CarPart_Gun_Cannon_Legend_Desc"	"An arms race often becomes the engine of progress. Who would have thought that you could squeeze out additional firepower from a twin auto-cannon. But it happened. Moreover, Cyclone's rate of fire rises while shooting!"
"CarPart_Gun_Cannon_Legend_Name"	"Cyclone"
"CarPart_Gun_catapult_Desc"	"Launches an incendiary projectile, that leaves a burning area at the place of explosion. When you hit someone with this weapon, Firestarters scream, it seems, something about a fiery hyena. Apparently, they do not know that they are not found in Wasteland."
"CarPart_Gun_catapult_name"	"Incinerator"
"CarPart_Gun_Flamethrower_fixed_Desc"	"This used to be an agricultural flamethrower for destruction of weeds and pests. A rare case, when the essence has not changed over time."
"CarPart_Gun_Flamethrower_fixed_name"	"Draco"
"CarPart_Gun_Machinegun_Legendary_Name"	"Aspect"
"CarPart_Gun_MineTrap_Desc"	"A curious weapon with mines that won't let a single victim elude you.|Does not affect trucks and leviathans."
"CarPart_Gun_MineTrap_Name"	"Kapkan"
"CarPart_Gun_Revolver_epic_Desc"	"Looks very much like a gun from the very old world, when the knechte were far from roaming the Wasteland's highways. It very well may be that there were no highways at all (such savagery!).|Ammunition reserves and reloading speed can't be changed. The clip is reloaded automatically."
"CarPart_Gun_ShotGun_Garbage_epic_Desc"	"The engineer in charge of this metal monster's design was clearly inspired by legends of dragons.|A volley from a couple of these shotguns can literally vaporise anyone who's foolish enough to stand too close."
"CarPart_Gun_ShotGun_Garbage_epic_Name"	"Fafnir"
"CarPart_Gun_SMG_Desc"	"Machine gun with extreme rate of fire and a burst fire mode. Don't expect pinpoint accuracy and huge damage, but it can provide surprising density of fire."
"CarPart_Gun_SMG_Epic_Desc"	"Twin-barrel rapid-fire machine gun. Commonly used by Steppenwolfs in quick Wasteland skirmishes, where you always need to be quick on your wheels."
"CarPart_Gun_SMG_Epic_Name"	"M-38 Fidget"
"CarPart_Gun_SMG_Legend_Desc"	"This innovative Steppenwolf weapon boasts very high rate of fire and deadly damage. Used for setting up mobile ambushes to destroy parts of hostile armored vehicles at short range extremely quickly."
"CarPart_Gun_SMG_Legend_Name"	"M-39 Imp"
"CarPart_Gun_SMG_Name"	"M-37 Piercer"
"CarPart_Gun_Syfy_FusionRifle_epic_Desc"	"It's amazing how ideas of inventions come almost simultaneously to different people. The creators of Prometheus V, although they had worked independently, assembled a weapon very reminiscent of Synthesis. Each shot boosts the next one."
"CarPart_Gun_Syfy_FusionRifle_epic_Name"	"Prometheus V"
"CarPart_Gun_WheelRocket_Desc"	"Launches three wheels, which roll happily and explode when they collide with an enemy or receive damage.|They are stuffed with unstable explosives, so they detonate after $projectile_ttl$ sec."
"CarPart_Gun_WheelRocket_name"	"Fortune"
"CarPart_lambo_f_fender_l_Desc"	"A stylish part from a powerful supercar should look good on any vehicle."
"CarPart_lambo_f_fender_r_Desc"	"A stylish part from a powerful supercar should look good on any vehicle."
"CarPart_lambo_spoiler_Desc"	"A wing of this shape attracts everyone's attention and occasionally bullets from haters."
"CarPart_MBP_Sign_Name"	"Royal trophy"
"CarPart_Nyear_Horn_Name"	"Rudolph's Horn"
"CarPart_Pikes_Dikoobraz_Name"	"Steel mohawk"
"CarPart_SelfCalc_Desc"	"With this hardware, all melee weapons start to spin like crazy and hurt everyone even more for @ff00ff00$spell_duration$@ffffffff sec."
"CarPart_SelfCalc_name"	"Tormentor"
"CarPart_Shnekohod_Desc"	"A curious means of transportation with augers by some Archimedes guy. Each installed auger reduces cabin power, but allows you to move freely sideways."
"CarPart_SpareTire_Heavy2_Name"	"Twin spare"
"CarPart_SpareTire_Spike_Name"	"Spiked spare"
"CarPart_SpareTire_Tractor_Name"	"Big spare"
"CarPart_SpareTire_Truck_Name"	"Small spare"
"CarPart_Spikes2x1x2_Desc"	"What kind of Lunatic doesn't like spikes? They stick them left and right with little regard for design.|For example, an armor plate like this can be used to cover small holes in cars."
"CarPart_Spikes2x1x2_Name"	"Kapow"
"CarPart_Spikes_4x1x2_Name"	"Clank"
"CarPart_Spikes_4x2x2_Desc"	"A couple of spiked plates like this are enough to armor a small buggy."
"CarPart_Spikes_4x2x2_Name"	"Krak"
"CarPart_Structure_boxslope_1x2x6_name"	"Downstream"
"CarPart_Structure_bumper1_Desc"	"An iron pipe with soldered spikes and blades."
"CarPart_Structure_bumper1_name"	"Nibbler"
"CarPart_Structure_bumper2_Desc"	"An example of dissonant contemporary art of the Wasteland. A homemade bumper, made in the form of creepy hands, bending a pipe. The author of the idea burned out in the process."
"CarPart_Structure_bumper2_name"	"Stranglehold"
"CarPart_Structure_diffusor_Desc"	"A diffuser cut from a hot-rod, includes an exhaust system."
"CarPart_Structure_diffusor_name"	"Flaming rakes"
"CarPart_Structure_fender1_Desc"	"A homemade fender for cars with big wheels (and potential)."
"CarPart_Structure_fender1_name"	"Peaky blinder"
"CarPart_Structure_fender2_l_name"	"“Cover your left”"
"CarPart_Structure_fender2_r_Desc"	"Rear fender of for a hot-rod tailor-made for the Valley's inhabitants. Situated on the right."
"CarPart_Structure_fender2_r_name"	"“Cover your right”"
"CarPart_Structure_fender3_l_Desc"	"Front left hot-rod fender. Looks dangerous. Do not touch!"
"CarPart_Structure_fender3_l_name"	"Left thorn"
"CarPart_Structure_fender3_r_Desc"	"Front right hot-rod fender. Looks dangerous. Do not touch!"
"CarPart_Structure_fender3_r_name"	"Right thorn"
"CarPart_Structure_hood_half_Desc"	"Half a hot-rod hood that used to serve as part of the exhaust."
"CarPart_Structure_hood_half_name"	"Rollover"
"CarPart_Structure_radiator_grill1_Desc"	"Front part of a car that used to roam a place more picturesque than the Wasteland."
"CarPart_Structure_radiator_grill2_Desc"	"No one remembers what a boar's got to do with this and why people used to call the front end of the car this way. Maybe the muzzle of this mythical beast was that terrible."
"CarPart_Structure_radiator_grill2_name"	"Boar"
"CarPart_Structure_trunk_Desc"	"Part of a hot-rod trunk improved by craftsmen and merged with a radiator. But colling, of course, no longer works."
"CarPart_Structure_trunk_name"	"Scorched"
"CarPart_TankTrackRomb_Desc"	"People have invented similar tracks during their first global war with each other. Now they are used in the current, less global war.|When mounted, severely limit the car's maximum speed. Each mounted track reduces the cabin's power."
"CarPart_Torch_Blue_Desc"	"A homemade fan torch with blue smoke. Do not ignite it in your hands.|Only two flares can be mounted on a vehicle."
"CarPart_Torch_Blue_Name"	"“Black and Blue” flare"
"CarPart_Torch_Red_Desc"	"A homemade fan torch with red smoke. Do not ignite it in your hands.|Only two flares can be mounted on a vehicle."
"CarPart_Torch_Red_Name"	"“Red Eye” flare"
"CarPart_Wheel_Hopping_desc"	"Pneumatic suspension with variable ride height allows the car to operate in two modes. And also perform tricks."
"CarPart_Wheel_Hopping_name"	"Stallion"
"CarPart_Wheel_Hopping_S_desc"	"Pneumatic suspension with variable ride height allows the car to operate in two modes. And also perform tricks."
"CarPart_Wheel_Hopping_S_name"	"Stallion ST"
"CarPart_Wheel_MonsterTruck_Desc"	"Saved from the time of the competitions of giant trucks and was improved by Firestarters to crush the enemies more effectively. Each mounted wheel reduces cabin power."
"CarPart_Wheel_MonsterTruck_name"	"Bigfoot"
"CarPart_Wheel_MonsterTruck_S_Desc"	"Saved from the time of the competitions of giant trucks and was improved by Firestarters to crush the enemies more effectively. Each mounted wheel reduces cabin power."
"CarPart_Wheel_MonsterTruck_S_name"	"Bigfoot ST"
"CarPart_Wheel_SawWheel_Desc"	"Take a look at the original wheel rim design. It brings out the sharp emotions of driving across the Wasteland. The faster you drive, the more it hurts for those hit by the spikes! Each mounted wheel reduces cabin power."
"CarPart_Wheel_SawWheel_name"	"Shiv"
"CarPart_Wheel_SawWheel_S_Desc"	"Take a look at the original wheel rim design. It brings out the sharp emotions of driving across the Wasteland. The faster you drive, the more it hurts for those hit by the spikes! Each mounted wheel reduces cabin power."
"CarPart_Wheel_SawWheel_S_name"	"Shiv ST"
"CAR_ITEM_LIST_TITLE"	"Used parts"
"CAR_ITEM_TOTAL_PRICE"	"Approximate cost: @fff0b912$totalPrice$"
"CAR_ITEM_TOTAL_PRICE_TOOLTIP"	"Total cost of all parts with lots currently placed on the market."
"Chase_Defeat_nomads_text"	"And this is what happens to each of you."
"Chase_Defeat_nomads_text2"	"My victory was a matter of time!"
"Chase_Defeat_nomads_text3"	"Next time they'll pause before they challenge a true warrior."
"Chase_Defeat_psycho_text"	"Let them bite the dust until they choke! Ha-ha-ha!"
"Chase_Defeat_scavengers_text"	"Victory is ours!"
"Chase_Defeat_scavengers_text2"	"We really did them dirty! Still got a few tricks up our sleeves!"
"Chase_Defeat_scavengers_text3"	"And who's scrap now, huh? Had enough?"
"Chase_FirstNPCKill_nomads_text"	"First blood! They're gonna pay for that!"
"Chase_FirstNPCKill_nomads_text2"	"The enemies thought a warrior's death could scare me? That's a mistake."
"Chase_FirstNPCKill_nomads_text3"	"Only a coward could die so quickly. It's a shame a warrior like this was among us."
"Chase_FirstNPCKill_psycho_text2"	"What a hit! Turned him into confetti, gotta try this too sometime..."
"Chase_FirstNPCKill_psycho_text3"	"Wow! Look how far it flew! Ahem. We'll remember our soldier."
"Chase_FirstNPCKill_scavengers_text"	"Yes! We got them! What? That was one of our guys? Damn..."
"Chase_FirstNPCKill_scavengers_text2"	"Shame, you totaled our car! You're not gonna get off easy!"
"Chase_FirstNPCKill_scavengers_text3"	"We're under attack! Push!"
"Chase_FirstTruckKill_nomads_text"	"One truck is destroyed. Defend the other one! Hold the line!"
"Chase_FirstTruckKill_nomads_text2"	"Saw your impotence and started breaking things?! How low you've fallen!"
"Chase_FirstTruckKill_nomads_text3"	"We lost one transport. As expected, nothing surprising. Guard the second transport with all we got!"
"Chase_FirstTruckKill_psycho_text"	"Truck's driver, go faster! Or do you want to end up like this one?"
"Chase_FirstTruckKill_psycho_text2"	"Ow! Oh! Hey! The poor truck really felt it..."
"Chase_FirstTruckKill_psycho_text3"	"Don't blow up the second car, don't blow it up, don't blow it... Phew, I think I made it."
"Chase_FirstTruckKill_scavengers_text"	"Aaah, the truck is down! Keep the revs up or we'll all die here!"
"Chase_HalfWay_nomads_text"	"We are halfway to the destination! Keep up the good work!"
"Chase_HalfWay_nomads_text2"	"You got this far, you can get to the end. This caravan, just like my bullets, can't be stopped!"
"Chase_HalfWay_nomads_text3"	"We're close, half the route is behind us. The master will be pleased. Just need to teach these pesky parasites a lesson."
"Chase_HalfWay_psycho_text"	"Go! Go! Go! We have a long road ahead of us still. Why are the truck so slow?"
"Chase_HalfWay_psycho_text2"	"Are we there yet? And now? Only halfway?! We've been crawling here forever!"
"Chase_HalfWay_psycho_text3"	"Enough riding already! What? Only half the way?!"
"Chase_HalfWay_scavengers_text"	"Slowly, but steadily, that's what I like. One half of the way is passed. The other one is ahead."
"Chase_HalfWay_scavengers_text2"	"Seen that? We're halfway there!"
"Chase_HalfWay_scavengers_text3"	"Hold on to your wheel, chief! Another half left to go."
"Chase_NearTheEnd_nomads_text"	"Brothers! We are nearly there! Keep up the good work!"
"Chase_NearTheEnd_nomads_text2"	"Victory is within our grasp. I can hear the enemy's teeth grinding!"
"Chase_NearTheEnd_nomads_text3"	"They won't stop us. This is fate. Just one more push."
"Chase_NearTheEnd_psycho_text"	"A-a-a-a-and the winner blasts his way to the homestretch!"
"Chase_NearTheEnd_psycho_text3"	"Come on, we're almost there! Can we boost the truck a bit?"
"Chase_NearTheEnd_scavengers_text"	"See, I told you that there's no need to hurry. We are about to arrive."
"Chase_NearTheEnd_scavengers_text2"	"Almost done. Come on now, push, show them how it's done!"
"Chase_NearTheEnd_scavengers_text3"	"Come on, move it! Almost there. Just need one more push."
"Chase_psycho_caption"	"Oswald"
"Chase_scavengers_caption"	"Centenarian"
"Chase_Start_nomads_text"	"We have company, people! Get ready to fight off the pursuers!"
"Chase_Start_nomads_text2"	"Hm? More fools. Not to worry, I'll deal with them."
"Chase_Start_nomads_text3"	"Someone thinks he's a predator and that our transport is easy prey? A serious mistake."
"Chase_Start_psycho_text2"	"Check how fast they're catching us! Get ready to shoot, brothers!"
"Chase_Start_psycho_text3"	"Finally I can distance from this terrible bore! My head hurts from chasing these trucks."
"Chase_Start_scavengers_text2"	"Check it out! We've got a tail. I swear, I've got nothing to do with this! Push, chief!"
"Chase_Win_nomads_text"	"Oh, the pain of the defeat!"
"Chase_Win_nomads_text2"	"War brings evil both to winners and to losers."
"Chase_Win_nomads_text3"	"But how?! I was stronger!"
"Chase_Win_psycho_text"	"At least I saw them burn. And that was awesome!"
"Chase_Win_psycho_text2"	"Sometimes we win... And sometimes we lose, damn it."
"Chase_Win_psycho_text3"	"Damn, now that was a great explosion, but it's not that nice."
"Chase_Win_scavengers_text"	"Cripes! We blew it!"
"Chase_Win_scavengers_text2"	"What the! They told me, don't do this, old man."
"Chassis_Kamaz_RaiderSkin_Desc"	"The cabin “Backbone” built by a mysterious artisan still shows traces of the original — the “Trucker”, stripped of everything but its very bones.||Great tonnage and an imposing profile, yet low speed."
"CHAT_CMD_CINEMATIC_MSG_HIDE"	"Hide gameplay messages"
"CHAT_CMD_CINEMATIC_MSG_SHOW"	"Show gameplay messages"
"CHAT_INACTIVE_EDITBOX_HINT_PS4"	"Press here to activate chat..."
"CHAT_INACTIVE_EDITBOX_HINT_XBONE"	"Press here to activate chat..."
"CHAT_PUNISHED_player_ban"	"$accusedNickname$ has been blocked for $reason$ until $until$ UTC."
"CHAT_PUNISHED_player_mute"	"$accusedNickname$ has been muted for $reason$ until $until$ UTC."
"CHAT_WHISPERS_IGNORED_FOR_BLOCKED_PLAYERS"	"Unable to send personal messages to a person you added to your blacklist."
"CHAT_WHISPERS_IGNORED_FOR_NON_FRIENDS"	"Unable to send personal messages to players not in your friends list according to your settings."
