"ADVENTURE_REWARD_BONUS"	"Plus"
"traders_5lvl_vehicle_desc"	"Un véhicule pouvant être assemblé depuis les pièces de cette faction."
"Weekly_1_Quests_desc"	"Terminez {$required_value$;'défi quotidien';'défis quotidiens'}. "
"Weekly_4_Easy_PrizePlaceMBP_desc"	"Remportez la {$required_value$;time;times} place dans la “Bataille Royale”."
"ADVENTURE_REWARD_TITLE"	"Récompense : "
"ADVENTURE_TASK_DETAILS_BTN"	"Détails"
"frenzied_true_boss_name"	"Odegon"
"Mask_20_Name"	"Bob"
"BLUEPRINT_SLOT"	"Nouveau plan"
"SETTING_language_chinese"	"$texture name lang_cn ignoreFontSize$"
"SETTING_language_english"	"$texture name lang_en ignoreFontSize$"
"SETTING_language_french"	"$texture name lang_fr ignoreFontSize$"
"SETTING_language_german"	"$texture name lang_de ignoreFontSize$"
"SETTING_language_japanese"	"$texture name lang_jp ignoreFontSize$"
"SETTING_language_korean"	"$texture name lang_kr ignoreFontSize$"
"SETTING_language_russian"	"$texture name lang_ru ignoreFontSize$"
"SETTING_language_spanish"	"$texture name lang_es ignoreFontSize$"
"SETTING_language_thai"	"$texture name lang_tha ignoreFontSize$"
"Autocannon_Fire_Increasing_DESC"	"Plus l'arme fait feu longtemps, plus sa cadence de tir est élevée."
"Black_Dye"	"Palette : Nuit"
"Black_Dye_Desc"	"Noir et motifs"
"Cabin_ArmoredPickup_Desc"	"Pickup blindés"
"Cabin_ArmoredPickup_Name"	"Bear"
"Cabin_Big_Desc"	"Ces cabines étaient un attribut clé dans les rituels de la secte Frost. A l'intérieur, ils maintenaient des températures sous zéro et jouaient de la musique forte et dramatique. Mais si vous jetez tous les bits supplémentaires, il y a assez de place pour l'armure et l'équipement supplémentaire."
"Cabin_Big_Name"	"Icebox"
"Cabin_Buggy_Small_desc"	"Rapide et mortel - une arme redoutable entre les mains d'un bon pilote."
"Cabin_Buggy_Small_name"	"Duster"
"Cabin_DronSpawn_Desc"	"Avec une cabine comme celle-ci, une défaite peut se transformer en victoire! Et il ne craint pas les balles d'argent."
"Cabin_Moonwalker_Desc"	"Cabine d'un véhicule de recherche, ré-équipé pour servir de blindé."
"Cabin_Moonwalker_Name"	"Pilgrim"
"Cabin_Moonwalker_RaiderSkin_Desc"	"Cette cabine ressemble à la tête d'un dinosaure géant qui découvre ses crocs et plisse les yeux pour chercher une proie."
"Cabin_Riviera_Desc"	"Un classique ayant survécu à des dizaines de modifications, parfait pour la brutalité du nouveau monde."
"Cabin_Riviera_name"	"Hot Rod"
"Cabin_Satellite_Desc"	"Compartiment de contrôle d'un véhicule volant expérimental, ré-équipé pour se déplacer sur la surface de planètes."
"Cabin_Satellite_Name"	"Quantum"
"Cabin_Tribal_Desc"	"Une des cabines de Firestarter a traversé le Wasteland la nuit même."
"Cabin_Zubilo_Desc"	"Un prototype volé directement à l'usine et modifié à deux reprises par un amateur pour participer à des courses illégales.||Une cabine polyvalente avec une bonne vitesse."
"Cabin_Zubilo_Name"	"Favori"
"CarPart_AlphaSign_Big_Desc"	"Un panneau énorme pour rendre jaloux tous les survivants rencontrés."
"CarPart_AlphaSign_Big_Name"	"Grand signe \"Alpha\""
"CarPart_AlphaSign_Small_Desc"	"Un petit signe, unique. La taille ne compte pas."
"CarPart_AlphaSign_Small_Name"	"Petit signe \"Alpha\""
"CarPart_AmbulanceLights_desc"	"Une boite de lumières avec une sirène, miraculeusement conservée après le désastre, alertant tout le monde qu'il faut céder d'urgence."
"CarPart_april_balloon_name"	"Missiles ballons"
"CarPart_ArmorPlate1_rare_Desc"	"Blindage de véhicule improvisé"
"CarPart_ArmorPlate1_rare_Name"	"Morceau de grillage"
"CarPart_ArmorPlate_Grid1_Desc"	"Une grille."
"CarPart_ArmorPlate_Grid1_Name"	"Grille"
"CarPart_ArmorPlate_Grid2_rare_Desc"	"Une grille arrachée d'une voiture. Les dégats traversent."
"CarPart_ArmorPlate_Grid2_rare_Name"	"Grille de radiateur"
"CarPart_ArmorPlate_Plank_Desc"	"Morceau de métal utilisé comme blindage de véhicule."
"CarPart_ArmorPlate_Plank_Name"	"Planche"
"CarPart_ArmorPlate_Square_desc"	"Morceau de métal utilisé comme blindage de véhicule."
"CarPart_ArmorPlate_Square_name"	"Capot en ferraille"
"CarPart_ArmorPlate_Thorns1_Desc"	"Augmente les dégâts infligés avec une collision"
"CarPart_ArmorPlate_Thorns1_Name"	"Piques arrondis"
"CarPart_ArmorPlate_Thorns2_Desc"	"Augmente les dégâts infligés avec une collision"
"CarPart_ArmorPlate_Thorns2_Name"	"Piques carrés"
"CarPart_ArmorPlate_Trapdoor_epic_desc"	"Morceau de métal utilisé comme blindage de véhicule."
"CarPart_ArmorPlate_Trapdoor_epic_name"	"Plaque d'égout"
"CarPart_Armorplate_VanCover_rare_Desc"	"Morceau de métal utilisé comme blindage de véhicule."
"CarPart_Armorplate_VanCover_rare_Name"	"Plaque carrée"
"CarPart_ArmorSkull_Desc"	"Un crâne incrusté dans du blindage, décoration classique des Knechte"
"CarPart_ArmorSkull_Name"	"Crâne renforcé"
"CarPart_ArmorSkull_Piece_desc"	"Fragment pour l'assemblage d'un \"Crâne renforcé\""
"CarPart_ArmorSkull_Piece_name"	"Fragment de \"Crâne renforcé\""
"CarPart_AutoGuidedCourseGunBurst_epic_desc"	"Lance une salve de roquettes non guidée.|Placé sur une tourelle rotative."
"CarPart_AutoGuidedCourseGunBurst_epic_name"	"Dragon"
"CarPart_AutoGuidedCourseGun_epic_Desc"	"Roquette non guidée. Difficile à utiliser, mais redoutable. 5 roquettes par volée."
"CarPart_AutoGuidedCourseGun_epic_Name"	"Cricket 1M"
"CarPart_AutoGuidedCourseGun_rare_desc"	"Roquette non guidée. Difficile à utiliser, mais redoutable. 2 roquettes par volée."
"CarPart_AutoGuidedCourseGun_rare_name"	"AT Wasp"
"CarPart_AviaBox2x1x2_Desc"	"Plaque d'avion"
"CarPart_AviaBox2x1x2_Name"	"Petite plaque Avia"
"CarPart_AviaBox2x1x4_Desc"	"Plaque d'avion"
"CarPart_AviaBox2x1x4_Name"	"Grande plaque Avia"
"CarPart_AviaBox4x1x2_Desc"	"Plaque d'avion"
"CarPart_AviaBox4x1x2_Name"	"Plaque Avia"
"CarPart_AviaBox4x1x4_Desc"	"Plaque d'avion"
"CarPart_AviaBox4x1x4_Name"	"Grand plaque Avia"
"CarPart_AviaBoxSlopeCorner4x1x2_Desc"	"Fuselage d'avion"
"CarPart_AviaBoxSlopeCorner4x1x2_Name"	"Entretoise Avia"
"CarPart_AviaRadial2x2x1_Desc"	"Fuselage avant d'avion"
"CarPart_AviaRadial2x2x1_Name"	"Pièce Inclinée oblique étroite"
"CarPart_AviaRadial2x2x2_Desc"	"Fuselage avant d'avion"
"CarPart_AviaRadial2x2x2_Name"	"Pièce Inclinée arrondie"
"CarPart_AviaRadial2x2x4_Desc"	"Fuselage avant d'avion"
"CarPart_AviaRadial2x2x4_Name"	"Pièce Inclinée oblique large"
"CarPart_AviaRadialCorner2x2x2_Desc"	"Fuselage d'avion"
"CarPart_AviaRadialCorner2x2x2_Name"	"Entretoise oblique"
"CarPart_AviaRadialFender2x2x2_Desc"	"Fuselage avant d'avion"
"CarPart_AviaRadialFender2x2x2_Name"	"Nez d'avion"
"CarPart_AviaRadialSlope4x2x4_Desc"	"Fuselage avant d'avion"
"CarPart_AviaRadialSlope4x2x4_Name"	"Double pièce inclinée Avia"
"CarPart_AviaSlope2x1x1_Desc"	"Fuselage d'avion"
"CarPart_AviaSlope2x1x1_Name"	"Pièce Inclinée étroite Avia"
"CarPart_AviaSlope2x1x2_Desc"	"Fuselage d'avion"
"CarPart_AviaSlope2x1x2_Name"	"Pièce inclinée Avia"
"CarPart_AviaSlope2x1x4_Desc"	"Fuselage d'avion"
"CarPart_AviaSlope2x1x4_Name"	"Pièce Inclinée large Avia"
"CarPart_AviaWing4x1x2_Desc"	"Fuselage avant d'avion"
"CarPart_AviaWing4x1x2_Name"	"Entretoise de petite aile Avia"
"CarPart_AviaWing4x1x3_Desc"	"Fuselage d'avion"
"CarPart_AviaWing4x1x3_Name"	"Entretoise d'aile Avia"
"CarPart_AviaWing8x1x3_Desc"	"Avant d'aile"
"CarPart_AviaWing8x1x3_Name"	"Aile étroite"
"CarPart_AviaWing8x1x4_Desc"	"Arrière d'aile"
"CarPart_AviaWing8x1x4_Name"	"Base d'aile"
"CarPart_Avia_fender_l_desc"	"Passage de roue d'avion métallique"
"CarPart_Avia_fender_l_name"	"Passage de roue gauche Avia"
"CarPart_Avia_fender_r_desc"	"Passage de roue d'avion métallique"
"CarPart_Avia_fender_r_name"	"Passage de roue droit Avia"
"CarPart_Avia_lafet_desc"	"Structure tubulaire pour installer une arme. Laisse passer les tirs."
"CarPart_Avia_lafet_name"	"Affut"
"CarPart_Bag03_desc"	"Que ce soit de la coquetterie ou un accessoire de mode, rien de tel que ce sac pour accompagner une barre de fringues."
"CarPart_Bag03_name"	"Sac"
"CarPart_Balloon_Desc"	"Une décoration rare, convoitée par tous les survivants de la zone. A l'origine d'un conflit armé."
"CarPart_Balloon_Name"	"Pumpalloons"
"CarPart_Banner_Base_Desc"	"La bannière des Ingénieurs flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Base_minor_Desc"	"La bannière des Ingénieurs flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Base_minor_Name"	"Drapeau des ingénieurs"
"CarPart_Banner_Base_Name"	"Bannière des ingénieurs"
"CarPart_Banner_Frenzied_major_Desc"	"La bannière des Lunatics flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Frenzied_major_Name"	"Bannière des Lunatics"
"CarPart_Banner_Frenzied_minor_Desc"	"La bannière des Lunatics flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Frenzied_minor_Name"	"Drapeau Lunatic"
"CarPart_Banner_Military_major_Desc"	"La bannière des Scavangers flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Military_major_Name"	"Bannière des Steppenwolf"
"CarPart_Banner_Military_minor_Desc"	"La bannière des Steppenwolfs flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Military_minor_Name"	"Drapeau Steppenwolf"
"CarPart_Banner_Scavengers_major_Desc"	"La bannière des Scavangers flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Scavengers_major_Name"	"Bannière des Scavenger"
"CarPart_Banner_Scavengers_minor_Desc"	"La bannière des Scavangers flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Scavengers_minor_Name"	"Drapeau Scavenger"
"CarPart_Banner_Scientists_major_Desc"	"La bannière des Enfants de l'Aube flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Scientists_major_Name"	"Bannière des Enfants de l'Aube"
"CarPart_Banner_Scientists_minor_Desc"	"La bannière des Enfants de l'Aube flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Scientists_minor_Name"	"Drapeau des Enfants de l'Aube"
"CarPart_Banner_Spears_Desc"	"Cette bannière d'os et de métal est une marque de fanatisme des gangs radicaux."
"CarPart_Banner_Spears_Name"	"Lances"
"CarPart_Banner_Spears_Piece_desc"	"Fragment pour l'assemblage de \"lances\""
"CarPart_Banner_Spears_Piece_name"	"Fragment de \"lances\""
"CarPart_Banner_Vagabonds_major_Desc"	"La bannière des Nomads flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Vagabonds_major_Name"	"Bannière des Nomad"
"CarPart_Banner_Vagabonds_minor_Desc"	"La bannière des Nomads flotte sur les machines de guerre, portant haut les couleurs du clan et remontant le moral des troupes.||Le bonus ne fonctionne que si la faction est active. Un seul drapeau ne peut être installé sur un véhicule."
"CarPart_Banner_Vagabonds_minor_Name"	"Drapeau Nomad"
"CarPart_Barrel_Desc"	"Vous permet de recevoir du carburant dans les batailles PvP. Plusieurs tonneaux ne se cumulent pas.|Quand détruit, explose et inflige @ffff0000$death_blast_damage$@ffffffff dégats sur @ffff0000$death_blast_radius$@ffffffff m. de rayon."
"CarPart_Barrel_Name"	"Baril de carburant"
"CarPart_BigBag_Desc"	"Plus de sacs, du dieu des sacs!"
"CarPart_BigBag_Name"	"Sac de voyage"
"CarPart_BladeWing_double_Desc"	"Augmente les dégâts infligés avec une collision"
"CarPart_BladeWing_double_Name"	"Double BladeWing"
"CarPart_BladeWing_epic_Desc"	"Augmente les dégâts infligés avec une collision"
"CarPart_BladeWing_epic_Name"	"Bladewing"
"CarPart_Blade_rare_Desc"	"Augmente les dégâts infligés avec une collision"
"CarPart_Blade_rare_Name"	"Hache"
"CarPart_Booster_desc"	"Donne une impulsion depuis le point d'attache. Permet d'accélérer le véhicule, voir même de le faire décoller."
"CarPart_Booster_epic_Desc"	"Donne une impulsion depuis le point d'attache. Permet d'accélérer le véhicule, voir même de le faire décoller. Plus puissant que le Rocket Booster"
"CarPart_Booster_epic_Name"	"Hermes"
"CarPart_Booster_name"	"Avia booster"
"CarPart_Booster_rare_desc"	"Donne une impulsion depuis le point d'attache. Permet d'accélérer le véhicule, voir même de le faire décoller."
"CarPart_Booster_rare_Name"	"Rocket booster"
"CarPart_BoxFrame2x1_desc"	"Pièce de véhicule fabriqué avec des tubes en métal."
"CarPart_BoxFrame2x1_name"	"Petite structure tubulaire"
"CarPart_BoxFrame2x2_desc"	"Pièce de véhicule fabriqué avec des tubes en métal."
"CarPart_BoxFrame2x2_name"	"Structure tubulaire moyenne"
"CarPart_BoxSolid2x1_desc"	"Morceau de structure métallique"
"CarPart_BoxSolid2x1_name"	"Petite boite"
"CarPart_BoxSolid2x2_desc"	"Structure métallique."
"CarPart_BoxSolid2x2_name"	"Boite moyenne"
"CarPart_BoxSolid2x2_practice_Desc"	"Pièce d'entraînement destructible. Ne peut être vendu ou réparé.|Augmente la structure du véhicule de @ff00ff00$cabin_health$,"
"CarPart_BoxSolid2x2_practice_Name"	"Boite d'entrainement 1"
"CarPart_BoxSolid4x4_practice_Desc"	"Pièce d'entraînement destructible. Ne peut être vendu ou réparé.|Augmente la structure du véhicule de @ff00ff00$cabin_health$,"
"CarPart_BoxSolid4x4_practice_Name"	"Boite d'entrainement 2"
"CarPart_BoxSolid4x4_rare_Desc"	"Morceau de structure métallique"
"CarPart_BoxSolid4x4_rare_Name"	"Grande boite"
"CarPart_Brace_Desc"	"La beauté existe sous toutes les formes."
"CarPart_Brace_Name"	"Poignées"
"CarPart_Brakelights1_Desc"	"Il n'y a plus de règles et les accidents sont encouragés... mais cela ne vous empêchera pas d'installer des feux stop !"
"CarPart_Brakelights1_Name"	"Feu arrière"
"CarPart_Brakelights2_Desc"	"Il n'y a plus de règles et les accidents sont encouragés... mais cela ne vous empêchera pas d'installer des feux stop !"
"CarPart_Brakelights2_Name"	"Feu arrière"
"CarPart_Buggy_bumper_desc"	"Pièce d'un véhicule blindé rapide et dangereux."
"CarPart_Buggy_bumper_name"	"Pare-chocs de buggy"
"CarPart_Buggy_fender_desc"	"Pièce d'un véhicule blindé rapide et dangereux."
"CarPart_Buggy_fender_name"	"Passage de roue gauche de Buggy"
"CarPart_Buggy_fender_r_desc"	"Pièce d'un véhicule blindé rapide et dangereux."
"CarPart_Buggy_fender_r_name"	"Passage de roue droit de Buggy"
"CarPart_Buggy_Grid10_Desc"	"Structures tubulaires fait maison."
"CarPart_Buggy_Grid10_Name"	"Grille"
"CarPart_Buggy_Grid11_Desc"	"Structures tubulaires fait maison."
"CarPart_Buggy_Grid11_Name"	"Grille de buggy 10"
"CarPart_Buggy_Grid1_Desc"	"Structures tubulaires fait maison."
"CarPart_Buggy_Grid1_Name"	"Buggy grille 1"
"CarPart_Buggy_Grid2_Desc"	"Structures tubulaires fait maison."
