"2STEP_AUTHORIZATION_ENABLED"	"Ваш аккаунт защищен."
"CarDriver_Firestarters_lvl4_name"	"Липучка"
"CarDriver_Firestarters_lvl5_desc"	"$targets$: радиус огненной лужи +$projectile_spreading_area_height_mul$%"
"CarDriver_Firestarters_lvl5_name"	"Зажигалка"
"CarDriver_Firestarters_lvl6_name"	"Каленая сталь 2"
"CarDriver_Firestarters_lvl7_name"	"Ваншот 2"
"CarDriver_Firestarters_lvl8_desc"	"$targets$: перезарядка быстрее на $shooting_cooldown_mul$%"
"CarDriver_new_level"	"Доступен новый навык «$skill$»"
"CarEditor_paint_erase"	" — Стереть краску"
"CarPart_Airintake_Desc"	"Служит для забора и подачи воздуха к внутренним системам бронемобиля."
"CarPart_Airintake_Name"	"Воздухозаборник самолета"
"CarPart_AmbulanceLights_name"	"Мигалка скорой"
"CarPart_anniversary2018_Desc"	"Подарок от Айви в честь первой годовщины приезда Механиков в Пустоши."
"CarPart_anniversary2018_Name"	"Пятое Колесо"
"CarPart_april_balloon_desc"	"Надувные ракеты - отличный способ подшутить над друзьями."
"CarPart_CarHorn_Vuvuzela_Desc"	"Звонкий гудок, без которого не обойдется ни один матч и тем более веселое гуляние после него."
"CarPart_CarHorn_Vuvuzela_Name"	"Вувузела"
"CarPart_Christmas_tree_Name"	"«Из лесу, вестимо»"
"CarPart_Duck_Football_Desc"	"Трофей для команды победителей в турнире. Выдается на время до следующего состязания."
"CarPart_Duck_Football_Name"	"Наградутка"
"CarPart_Engine_Powerful_Desc"	"Бронемобиль с мощнейщим 12-цилиндровым двигателем снесет все на своем пути: мелкие препятствия, зазевавшихся рейдеров, крышу...||На машину можно установить только один двигатель."
"CarPart_Engine_Powerful_name"	"Гонитель"
"CarPart_Exhaust_Dble_Side_L_desc"	"Владельца такого украшения легко определить по характерным двойным струям пламени, изрыгаемого трубами."
"CarPart_Exhaust_Dble_Side_L_name"	"Корно синистро"
"CarPart_Exhaust_Dble_Side_R_desc"	"Владельца такого украшения легко определить по характерным двойным струям пламени, изрыгаемого трубами."
"CarPart_Exhaust_Dble_Side_R_name"	"Корно дестро"
"CarPart_Exhaust_Feather01_Desc"	"Племенное украшение Стервятников, одной из небольших банд в составе Бешеных. Заслужить право носить его могут только опытные бойцы.|Располагается слева."
"CarPart_Exhaust_Feather01_Name"	"Виннету"
"CarPart_Exhaust_Feather02_Desc"	"Племенное украшение Стервятников, одной из небольших банд в составе Бешеных. Заслужить право носить его могут только опытные бойцы.|Располагается справа."
"CarPart_Exhaust_Feather02_Name"	"Чингачгук"
"CarPart_FakeGun_Desc"	"Надувная пушка задумывалась как маскировочное устройство. Но за свой уморительный внешний вид стала очень популярной в Пустошах."
"CarPart_FakeGun_Name"	"Надувной Мамонт"
"CarPart_Fireworks_Anniversary_Desc"	"В честь первого года в Пустошах запускает в небо праздничную ракету в форме логотипа Crossout. На машину можно установить только один фейерверк.||Предмет временный! Обратный отсчет начнется при первой установке на машину."
