"2STEP_AUTHORIZATION_ENABLED"	"您的帳號受到保護"
"CarPart_Christmas_tree_Name"	"森林製造"
"CarPart_Duck_Football_Desc"	"錦標賽冠軍的獎杯，暫時給定下一場比賽"
"CarPart_Duck_Football_Name"	"教育計劃"
"CarPart_Engine_Powerful_Desc"	"這種發動機可以把一切都吹走，掀翻屋頂也不在話下！|每輛戰車只能裝載一個發動機。"
"CarPart_Engine_Powerful_name"	"暴君"
"CarPart_Exhaust_Dble_Side_L_desc"	"這種裝飾的主人很容易找到，因為會從管道中噴射出獨特的火焰"
"CarPart_Exhaust_Dble_Side_L_name"	"左旋號角"
"CarPart_Exhaust_Dble_Side_R_desc"	"這種裝飾的主人很容易找到，因為管道會噴射出獨特的雙火焰"
"CarPart_Exhaust_Dble_Side_R_name"	"右旋號角"
"CarPart_FakeGun_Desc"	"充氣炮剛開始被作為誘餌使用，但很快的就在倖存者中間流行起來，他們現在只是為了好玩才使用它"
"CarPart_FakeGun_Name"	"充氣猛獁象"
"CarPart_Fireworks_Anniversary_Desc"	"發射時會出現Crossout標誌的煙火，慶祝廢土世界的第一年||這是一個臨時性的物品！可以安裝在車輛上，當首次將它啟動時開始倒數計時"
"CarPart_Fireworks_Anniversary_Name"	"週年紀念煙火"
"CarPart_Fireworks_Dragon_Name"	"飛龍煙花"
"CarPart_Fireworks_one_blue_Desc"	"向天空發射一枚節日煙花，讓四周充滿歡樂的氛圍。|此道具為限時道具，啟用後即開始計時。"
"CarPart_Fireworks_one_green_Desc"	"向天空發射一枚節日煙花，讓四周充滿歡樂的氛圍。|此道具為限時道具，啟用後即開始計時。"
"CarPart_Fireworks_one_red_Desc"	"向天空發射一枚節日煙花，讓四周充滿歡樂的氛圍。|此道具為限時道具，啟用後即開始計時。"
"CarPart_Fireworks_six_Desc"	"向天空發射6束節日煙花，最後一枚將展示創世戰車標識。|此道具為限時道具，啟用後即開始計時。"
"CarPart_Fireworks_three_Desc"	"向天空發射3束節日煙花，讓四周充滿歡樂的氛圍。|此道具為限時道具，啟用後即開始計時。"
"CarPart_Fireworks_Valentine_Desc"	"向天空發射一枚節日煙花，讓四周充滿歡樂的氛圍。|此道具為限時道具，開啟使用後即開始計時。"
"CarPart_Fireworks_Valentine_Name"	"紫色煙花"
"CarPart_football_hand_finger_Desc"	"你是球員還是球迷？無所謂！在任何裝甲車上看起來都很棒！|"
"CarPart_football_hand_finger_Name"	"第一神手"
"CarPart_football_hand_goat_Desc"	"適合喜歡快速駕駛，吵雜音樂和爆炸聲的人使用！"
"CarPart_football_hand_goat_Name"	"山羊之手"
"CarPart_Gun_Cannon_Legend_Desc"	"軍備競賽通常是進步的動力。誰會想到你可以從兩個自動火砲中獲得額外的火力。這的確發生了，而且，持續射擊時射擊速度還會上升"
"CarPart_Gun_Cannon_Legend_Name"	"龍捲風火炮"
"CarPart_Gun_catapult_Desc"	"發射一枚燃燒彈，在爆炸地點留下一片燃燒的區域。"
"CarPart_Gun_catapult_name"	"焚燒爐"
"CarPart_Gun_Flamethrower_fixed_Desc"	"它曾經是一種農業噴火器，用來消滅雜草和害蟲。雖然時過境遷，但它的本質沒有隨著時間而改變。"
"CarPart_Gun_Flamethrower_fixed_name"	"耀斑"
"CarPart_Gun_Machinegun_Legendary_Desc"	"這種機槍可以造成極大的傷害，但需要有相關的技能，在中距離武器中無可匹敵"
"CarPart_Gun_Machinegun_Legendary_Name"	"艾斯派克機槍"
"CarPart_Gun_MineTrap_Desc"	"一個好的地雷陷阱是不會讓犧牲者逃離的|(不會對貨車以及鋼鐵巨獸造成影響)"
"CarPart_Gun_MineTrap_Name"	"詭雷"
"CarPart_Gun_Revolver_epic_Desc"	"看起來非常像舊世界的槍，當膝蓋遠離荒原的高速公路時。||很可能根本沒有高速公路（這樣的野蠻！）||彈藥數量和裝載速度無法變更，自動加載彈匣彈藥"
"CarPart_Gun_ShotGun_Garbage_Desc"	"現如今人們已經不怎麼生產彈藥了。不過別擔心，你可以用你在廢土上找到的各種垃圾來喂飽它！ "
"CarPart_Gun_ShotGun_Garbage_epic_Desc"	"負責設計出這個金屬怪物的工程師，顯然是受到龍的傳說啟發。從這些霰彈槍中隨便抽出一把，就可以射擊任何笨到膽敢站得太靠近的人"
"CarPart_Gun_ShotGun_Garbage_epic_Name"	"法夫納霰彈槍"
"CarPart_Gun_SMG_Desc"	"機槍具有極高的射速和猛烈射擊模式。 不要期待能有準確性和高傷害力，但是可以提供集火攻擊能力。"
"CarPart_Gun_SMG_Name"	"M-37型穿透者"
"CarPart_Gun_Syfy_FusionRifle_epic_Desc"	"不同的人卻有共同的想法，是件很棒的事情。普羅米修斯5代的創造者們就是如此，雖然他們分別獨立工作，但是在組裝武器的過程中卻都懷念起\"融合\"等離子發射器。每次射擊的威力都會提升。"
"CarPart_Gun_Syfy_FusionRifle_epic_Name"	"普羅米修斯5代"
"CarPart_Gun_WheelRocket_Desc"	"發射三個輪胎，當與敵人相撞或受到傷害時爆炸。|輪胎中塞滿不穩定的爆炸物，會在$projectile_ttl$秒後爆炸。"
"CarPart_Gun_WheelRocket_name"	"命運之輪"
"CarPart_lambo_f_fender_l_Desc"	"一輛強大超級跑車的任何時尚的部分都應該看起來不錯"
"CarPart_lambo_f_fender_r_Desc"	"一輛強大超級跑車的任何時尚的部分都應該看起來不錯"
"CarPart_lambo_spoiler_Desc"	"這種形狀的翅膀吸引了大家的注意，偶爾也會從敵人身上得到子彈"
"CarPart_MBP_Sign_desc"	"這個獎項只有在大逃殺活動中獲得勝利才能獲得"
"CarPart_MBP_Sign_Name"	"皇家獎杯"
"CarPart_Nyear_Horn_Name"	"馴鹿角"
"CarPart_SelfCalc_Desc"	"裝載了這個元件後，所有近戰武器開始瘋狂旋轉，傷害時間增加@ff00ff00 $spell_duration$ @ffffffff秒。但它過熱時會更加容易受到傷害。"
"CarPart_SelfCalc_name"	"折磨"
"CarPart_Shnekohod_Desc"	"一群愛研究的傢伙發明的奇怪交通工具。戰車每裝載一個螺旋鑽都會消耗相應的座艙電量，可以橫向移動。"
"CarPart_Spikes2x1x2_Desc"	"什麼樣的狂派不喜歡尖刺？他們不太考慮設計只是把它們左右貼在一起，例如，像這樣的裝甲板可以用來覆蓋汽車的小孔"
"CarPart_Spikes2x1x2_Name"	"卡伯"
"CarPart_Spikes_4x1x2_Desc"	"這件裝甲比保險桿小，重量更輕，看起來更令人印象深刻"
"CarPart_Spikes_4x1x2_Name"	"克連克"
"CarPart_Spikes_4x2x2_Desc"	"像這樣的一對尖刺板就足以裝甲一輛小型越野車"
"CarPart_Spikes_4x2x2_Name"	"卡拉克"
"CarPart_Structure_boxslope_1x2x6_Desc"	"改裝車框架的一部分，內嵌金屬管。"
"CarPart_Structure_boxslope_1x2x6_name"	"改裝車支架"
"CarPart_Structure_bumper1_Desc"	"佈滿尖刺和刀片的鐵管。"
"CarPart_Structure_bumper1_name"	"切割衝擊版"
"CarPart_Structure_bumper2_Desc"	"這是一個自製的保險杠，主體是一根被用手掰彎的管道，看起來是典型的廢土藝術。"
"CarPart_Structure_bumper2_name"	"壁壘"
"CarPart_Structure_diffusor_Desc"	"從改裝車上切下來的一個包含排氣系統的擴散器。"
"CarPart_Structure_diffusor_name"	"燃燒耙"
"CarPart_Structure_fender1_Desc"	"一個巨大的擋泥板。"
"CarPart_Structure_fender1_name"	"銳甲擋泥板"
"CarPart_Structure_fender2_l_name"	"左擋板"
"CarPart_Structure_fender2_r_Desc"	"為倖存者們量身定做的後擋泥板，位於右側。"
"CarPart_Structure_fender2_r_name"	"右擋板"
"CarPart_Structure_fender3_l_Desc"	"左側前擋泥板。看起來很危險，不要碰！"
"CarPart_Structure_fender3_l_name"	"荊棘（左）"
"CarPart_Structure_fender3_r_Desc"	"右側前擋泥板。看起來很危險，不要碰！"
"CarPart_Structure_fender3_r_name"	"荊棘（右）"
"CarPart_Structure_hood_half_Desc"	"曾是改裝車排氣裝置的一部分。"
"CarPart_Structure_hood_half_name"	"改裝車排氣裝置"
"CarPart_Structure_radiator_grill1_Desc"	"它原本是某種車頭的部件，曾飽覽比廢土美麗一百倍的風光。"
"CarPart_Structure_radiator_grill1_name"	"改裝車車頭殘件"
"CarPart_Structure_radiator_grill2_Desc"	"過去人們總是把它改裝在車頭，雖然看起來可怕，但是傳統還是要延續的。"
"CarPart_Structure_radiator_grill2_name"	"野獸之顱"
"CarPart_Structure_trunk_Desc"	"手工藝人改進了熱杆箱，將它與散熱器合併在一起。不過好像已經壞了。"
"CarPart_Structure_trunk_name"	"改裝車散熱器"
"CarPart_TankTrackRomb_Desc"	"人們在第一次世界大戰時已經發明出類似的履帶，現在它們被使用在目前少部分的全球戰爭中。安裝後會嚴重影響汽車的最高速度，每條安裝的履帶都會降低車身的能量"
"CarPart_Torch_Blue_Desc"	"一個自製的藍色煙火，不要在你的手中點燃它，只能安裝兩個信號彈"
"CarPart_Torch_Blue_Name"	"黑藍信號彈"
"CarPart_Torch_Red_Desc"	"一個自製的紅色煙火，不要在你的手中點燃它，只能安裝兩個信號彈"
"CarPart_Torch_Red_Name"	"紅眼信號彈"
"CarPart_Wheel_Hopping_desc"	"這種輪胎能手動調節懸掛高度，讓戰車可以以兩種模式行進。不過需要一些操作技巧。"
"CarPart_Wheel_Hopping_name"	"馬蹄"
"CarPart_Wheel_Hopping_S_desc"	"這種輪胎能手動調節懸掛高度，讓戰車可以以兩種模式行進。不過需要一些操作技巧。"
"CarPart_Wheel_Hopping_S_name"	"馬蹄（可轉向）"
"CarPart_Wheel_MonsterTruck_Desc"	"從以前的巨型卡車比賽沿襲至今，火舞部落為了更有效的擊潰敵人對其進行了一些改進。 每裝載一個輪胎都會消耗座艙馬力。"
"CarPart_Wheel_MonsterTruck_name"	"大腳獸"
"CarPart_Wheel_MonsterTruck_S_Desc"	"從以前的巨型卡車比賽沿襲至今，火舞部落為了更有效的擊潰敵人對其進行了一些改進。 每裝載一個輪胎都會消耗座艙馬力。"
"CarPart_Wheel_MonsterTruck_S_name"	"大腳獸（可轉向）"
"CarPart_Wheel_SawWheel_Desc"	"它飽含著在廢土馳騁的暴烈情緒，你的速度越快，敵人被尖刺擊中的傷害就越大！裝載該輪胎會消耗座艙電量"
"CarPart_Wheel_SawWheel_name"	"\"剃刀\"輪胎"
"CarPart_Wheel_SawWheel_S_Desc"	"它飽含著在廢土馳騁的暴烈情緒，你的速度越快，敵人被尖刺擊中的傷害就越大！"
"CarPart_Wheel_SawWheel_S_name"	"\"剃刀\"輪胎（可轉向）"
"CAR_ITEM_LIST_TITLE"	"使用的部件"
"CAR_ITEM_TOTAL_PRICE"	"大致費用：@fff0b912$totalPrice$"
"CAR_ITEM_TOTAL_PRICE_TOOLTIP"	"以目前市場價格計算所有零件的總價值"
"Chase_Defeat_nomads_text"	"這就是你們每個人就會發生的狀況"
"Chase_Defeat_nomads_text2"	"勝利只是時間問題！"
"Chase_Defeat_nomads_text3"	"下一次他們會在挑戰真正的勇士之前停下來"
"Chase_Defeat_psycho_text"	"就讓他們一直吸灰塵直到窒息吧！哈哈哈！"
"Chase_Defeat_psycho_text2"	"哇嗚！誰給他們看的？誰做的？阿？阿？阿？"
"Chase_Defeat_psycho_text3"	"來點慶祝的煙火吧，咻碰！"
"Chase_Defeat_scavengers_text"	"勝利是我們的！"
"Chase_Defeat_scavengers_text2"	"我們真的把他們弄髒了，其實我們還有很多手段沒用呢！"
"Chase_Defeat_scavengers_text3"	"現在誰是覆物呢？恩？夠了嗎？"
"Chase_FirstNPCKill_nomads_text"	"第一滴血！他們會為此付出代價的！"
"Chase_FirstNPCKill_nomads_text2"	"敵方認為一名戰士的犧牲就能讓我感到害怕嗎，真是個錯誤阿"
"Chase_FirstNPCKill_nomads_text3"	"只有懦夫才會死的這麼快，像我們這樣的勇士是引以為恥的！"
"Chase_FirstNPCKill_psycho_text"	"這些人是誰？他們打起來像瘋子！"
"Chase_FirstNPCKill_psycho_text2"	"好強大的火力！試試這個，把他們打成地上的塵埃！"
"Chase_FirstNPCKill_psycho_text3"	"哇喔，看看它飛了多遠阿！嗯。我會記住的"
"Chase_FirstNPCKill_scavengers_text"	"耶！我們找到他們了，什麼？那是我們的人？可惡..."
"Chase_FirstNPCKill_scavengers_text2"	"真羞愧，居然讓你炸了我們的車！不會讓你輕易離開的！"
"Chase_FirstNPCKill_scavengers_text3"	"我們遭受攻擊了！加把勁！"
"Chase_FirstTruckKill_nomads_text"	"一輛卡車被摧毀了。快防守另外一輛！堅持到底！"
"Chase_FirstTruckKill_nomads_text2"	"看到你無助的模樣，摔的真慘！"
"Chase_FirstTruckKill_nomads_text3"	"我們失去了第一輛運輸車，全力守衛第二輛運輸車"
"Chase_FirstTruckKill_psycho_text"	"司機，開快點！還是你就想留在這了呢？"
"Chase_FirstTruckKill_psycho_text2"	"哇喔，那輛卡車真是可憐"
"Chase_FirstTruckKill_psycho_text3"	"不要破壞第二輛車，不要破壞，不要...呃，別這樣..."
"Chase_FirstTruckKill_scavengers_text"	"不！為什麼卡車幾乎是新的！快點，也許我們都要躺在這了！"
"Chase_FirstTruckKill_scavengers_text2"	"唉，跟我們的卡車說再見吧"
"Chase_FirstTruckKill_scavengers_text3"	"那是什麼？嘿！你到底在做什麼？"
"Chase_HalfWay_nomads_text"	"我們已經完成一半了，繼續加油！"
"Chase_HalfWay_nomads_text2"	"這輛車就像我發射的子彈一樣，無遠弗界無法阻擋！"
"Chase_HalfWay_nomads_text3"	"我們快到了，已經完成一半路程了，主人會很高興的，只需要給這些討厭的寄生蟲一個教訓"
"Chase_HalfWay_psycho_text"	"衝！衝！衝！我們還有很長的路要走。 為什麼卡車這麼慢？"
"Chase_HalfWay_psycho_text2"	"我們到了嗎？現在？只有一半？我們一直在這裡爬行！"
"Chase_HalfWay_psycho_text3"	"已經夠了！什麼？只有一半？"
"Chase_HalfWay_scavengers_text"	"慢慢地，穩穩地，這就是我喜歡的中庸之道"
"Chase_HalfWay_scavengers_text2"	"看到了嗎？我們已經完成一半了！"
"Chase_HalfWay_scavengers_text3"	"保護好輪胎，還有一半的路要走呢！"
"Chase_NearTheEnd_nomads_text"	"兄弟們！我們快到了！加把勁！"
"Chase_NearTheEnd_nomads_text2"	"勝利在我們的掌握中，我能聽到敵人氣的磨牙跺腳！"
"Chase_NearTheEnd_nomads_text3"	"他門是無法阻止我們的，這是命運的安排，再加把勁！"
"Chase_NearTheEnd_psycho_text"	"阿阿阿！贏家衝向最後的勝利！"
"Chase_NearTheEnd_psycho_text2"	"我沒有想到這些事情會持續下去！也許我們真的可以做到！"
"Chase_NearTheEnd_psycho_text3"	"加油，我們快到了！我們能幫卡車加點動力嗎？"
"Chase_NearTheEnd_scavengers_text"	"看吧！我就說了不要著急，我們就快到了"
"Chase_NearTheEnd_scavengers_text2"	"幾乎完成了，來吧，推！讓他們看看是如何完成的！"
"Chase_NearTheEnd_scavengers_text3"	"加油，行動！ 差不多了，只需要再一下！"
"Chase_nomads_caption"	"Shado"
"Chase_psycho_caption"	"奧斯瓦爾德"
"Chase_scavengers_caption"	"馬傑斯蒂克"
"Chase_Start_nomads_text"	"我們有組織以及人手！準備好對抗追捕者！"
"Chase_Start_nomads_text2"	"嗯？這麼多傻瓜。不用擔心，我會處理的"
"Chase_Start_nomads_text3"	"有人認為他是個很厲害的掠奪者，而我們的運輸很容易被襲擊？這一個很嚴重的錯誤"
"Chase_Start_psycho_text"	"什麼？有人跟踪我們？兄弟們快點！我們會甩掉他們的！"
"Chase_Start_psycho_text2"	"看看他們多快能逮到我們阿！準備射擊，兄弟們！"
"Chase_Start_psycho_text3"	"最後，我想離開這些可怕的窟窿，追趕這些卡車讓我頭痛個半死！"
"Chase_Start_scavengers_text"	"天阿！倖存者正在跟隨我們，別擔心，我們會完成的"
"Chase_Start_scavengers_text2"	"注意！我們後面有條小尾巴，我發誓我不知道這件事，繼續前進！"
"Chase_Start_scavengers_text3"	"是因為我的眼鏡有霧氣而模糊了視線還是真的有人再跟隨我們？繼續前進！"
"Chase_Win_nomads_text"	"喔！失敗的痛苦！"
"Chase_Win_nomads_text2"	"戰爭帶來罪惡，無論你是勝利者還是失敗者！"
"Chase_Win_nomads_text3"	"那又怎樣，我依然是強者！"
"Chase_Win_psycho_text"	"至少我看到他們在燃燒，那真是太棒了！"
"Chase_Win_psycho_text2"	"我們有時候會贏，可惡，這場我們輸了！"
"Chase_Win_psycho_text3"	"可惡！雖然那次的爆炸很棒，但是我不喜歡"
"Chase_Win_scavengers_text"	"天啊！我們搞砸了！"
"Chase_Win_scavengers_text2"	"什麼？他們告訴我，別這麼做，老兄"
"Chase_Win_scavengers_text3"	"嘿！贏了！你說不是我們的勝利？那為什麼我要大喊大叫？"
"CHAT_INACTIVE_EDITBOX_HINT_PS4"	"在此處開啟聊天功能"
"CHAT_INACTIVE_EDITBOX_HINT_XBONE"	"在此處開啟聊天功能"
"CHAT_PUNISHED_player_ban"	"$accusedNickname$因$reason$被封禁至$until$。"
"CHAT_PUNISHED_player_mute"	"$accusedNickname$因$reason$被禁言至$until$。"
"CHAT_WHISPERS_IGNORED_FOR_BLOCKED_PLAYERS"	"無法發送訊息給黑名單列表中的用戶"
"CHAT_WHISPERS_IGNORED_FOR_NON_FRIENDS"	"應用設置內容無法發送訊息給非好友列表中的用戶"
"ChestOpen_accept"	"領取"
"ChestOpen_next_chest"	"再開一個"
"ChestOpen_reroll"	"重開補給箱，花費：$cost$"
"ChestOpen_reroll_confirmation"	"是否兌換另一個箱子？"
"ChestOpen_reroll_info"	"如果你不喜歡獲得的獎勵，你可以花費較少的費用重新兌換一個箱子再試試運氣。"
"China_NY_Wins_desc"	"贏得任意5場戰鬥"
"China_NY_Wins_name"	"除夕騎士"
"ClanCreateWnd_create"	"創造一個戰隊"
"ClanCreateWnd_invite_sended"	"你已經申請加入一個戰隊"
"ClanCreateWnd_join"	"加入一個戰隊"
"ClanCreateWnd_join_restrictions"	"招募"
"ClanCreateWnd_restriction"	"從等級$lvl$"
"ClanCreateWnd_restriction_none"	"給每一位"
"ClanWnd_recruiting_level"	"可從$level$級獲得"
"ClanWnd_recruiting_level_all"	"對所有人開放"
"ClanWnd_recruiting_none"	"關閉"
"ClanWnd_recruiting_state"	"招募"
"CLAN_MENU_SEND_INVITE_REQUEST"	"發送申請"
"Commtowers_Boss_nomads_text"	"轉移失敗了，好吧，還有其他更激烈的主意"
"Commtowers_Boss_nomads_text2"	"敵人只會依靠蠻力，我們試試他們其他的手段"
